,DMSO-CHX__vs_DMSO,U1-WT100-CHX_vs_DMSO,U1-WT100-CHX_vs_DMSO-CHX,U1-WT100-CHX_vs_WT100,U1-WT100-EtOH_vs_DMSO,U1-WT500-CHX_vs_DMSO,U1-WT500-CHX_vs_DMSO-CHX,U1-WT500-CHX_vs_WT500,U1-WT500-EtOH_vs_DMSO
AP000766.1,1,1,0,0,0,1,0,1,0
RAB39A,1,0,0,1,0,0,0,0,0
ACAT1,0,0,0,0,0,1,0,0,0
ZC3H12C,1,1,0,1,0,1,0,1,0
ARHGAP20,0,1,0,1,0,0,0,1,0
BCO2,0,1,0,0,0,0,0,0,0
AP002840.2,0,0,0,1,0,0,0,0,0
ANKK1,1,1,0,0,0,1,0,1,0
TMPRSS5,1,1,0,1,0,1,0,1,0
AP002373.1,1,1,0,1,0,1,0,0,0
CADM1,0,0,0,0,0,0,0,1,0
BUD13,1,1,0,1,0,1,0,1,0
SIK3,1,1,0,1,0,1,0,1,0
AP000892.4,0,0,0,0,0,0,0,1,0
BACE1,0,0,0,0,0,1,0,0,0
FXYD6,0,0,0,1,0,0,0,0,0
TMPRSS13,0,1,0,1,0,0,0,1,0
IL10RA,1,1,0,1,0,1,0,1,0
KMT2A,1,0,0,1,0,0,0,1,0
DDX6,1,1,0,0,0,1,0,1,0
CCDC84,1,1,0,1,0,1,0,1,0
RPS25,1,0,0,1,0,1,0,1,0
HYOU1,0,0,0,1,0,0,0,1,0
VPS11,0,0,0,0,0,1,0,0,0
C2CD2L,1,1,0,0,0,1,0,0,0
HINFP,1,1,0,1,0,1,0,1,0
RNF26,0,1,0,1,0,1,0,0,0
AP003396.1,0,0,0,0,0,0,0,1,0
USP2,0,0,0,0,0,1,0,0,0
NECTIN1,1,1,0,1,0,1,0,1,0
AP000646.1,1,1,0,1,0,1,0,0,0
TECTA,1,1,0,1,0,1,0,1,0
SORL1,1,1,0,1,0,1,0,1,0
HSPA8,1,1,0,1,0,1,0,1,0
ZNF202,1,1,0,1,0,1,0,1,0
NRGN,1,0,0,1,0,0,0,1,0
AP000866.2,0,0,0,1,0,1,0,0,0
MSANTD2,1,1,0,1,0,1,0,1,0
CCDC15.DT,1,1,0,1,0,1,0,1,0
CCDC15,1,1,0,1,0,1,0,1,0
SLC37A2,1,1,0,1,0,1,0,1,0
KRT18P59,0,0,0,0,0,0,0,1,0
EI24,1,0,0,1,0,0,0,1,0
PUS3,1,1,0,1,0,1,0,0,0
CDON,1,1,0,1,0,1,0,1,0
ETS1,1,1,0,1,0,1,0,0,0
FLI1,1,1,0,1,0,1,0,1,0
C11orf45,0,1,0,0,0,1,0,0,0
APLP2,1,1,0,1,0,1,0,1,0
IGSF9B,1,1,0,1,0,1,0,1,0
GLB1L3,1,1,0,1,0,1,0,1,0
B3GAT1,0,0,0,0,0,1,0,0,0
WASH8P,1,1,0,1,0,1,0,1,0
IQSEC3,0,1,0,0,0,1,0,0,0
SLC6A13,0,0,0,0,0,1,0,0,0
NINJ2.AS1,1,1,0,0,0,1,0,0,0
RAD52,1,1,0,1,0,1,0,1,0
LINC00942,0,1,0,1,0,0,0,0,0
DCP1B,1,1,0,1,0,1,0,1,0
ITFG2,1,1,0,1,0,1,0,1,0
AC125807.2,1,1,0,1,0,1,0,1,0
HSPA8P5,1,0,0,0,0,0,0,0,0
CCND2,1,1,0,0,0,1,0,0,0
C12orf4,1,1,0,1,0,1,0,0,0
AKAP3,0,0,0,1,0,0,0,0,0
GALNT8,1,1,0,1,0,1,0,1,0
KCNA1,1,1,0,1,0,1,0,1,0
ANO2,1,1,0,1,0,1,0,1,0
CD9,1,0,0,1,0,0,0,1,0
TAPBPL,1,1,0,1,0,1,0,1,0
MRPL51,1,1,0,1,0,0,0,1,0
GAPDH,1,1,0,1,0,1,0,1,0
AC006064.4,0,0,0,1,0,1,0,1,0
IFFO1,1,1,0,1,0,1,0,1,0
NOP2,1,1,0,1,0,1,0,1,0
PIANP,0,1,0,1,0,0,0,0,0
PTMS,0,0,0,1,0,0,0,1,0
P3H3,0,1,0,0,0,1,0,0,0
SPSB2,0,1,0,1,0,1,0,1,0
C12orf57,0,0,0,1,0,0,0,0,0
SCARNA12,1,0,0,1,0,1,0,1,0
C1S,0,0,0,0,0,1,0,0,0
C1R,1,0,0,0,0,1,0,0,0
RBP5,1,1,0,0,0,0,0,0,0
SLC2A3,0,0,0,1,0,0,0,0,0
NECAP1,0,1,0,0,0,1,0,0,0
AC006511.4,1,1,0,1,0,1,0,1,0
AC006511.6,1,1,0,1,0,1,0,1,0
CLEC4A,1,1,0,1,0,1,0,1,0
AC092745.4,0,1,0,1,0,0,0,1,0
LINC00937,1,1,0,1,0,0,0,1,0
AC009533.1,1,1,0,1,0,1,0,1,0
DDX12P,1,1,0,1,0,1,0,1,0
AC092821.4,1,1,0,1,0,1,0,1,0
AC092821.2,1,1,0,1,0,1,0,1,0
AC010186.2,1,1,0,1,0,1,0,1,0
AC010186.3,1,1,0,1,0,1,0,1,0
CLEC2D,1,1,0,1,0,1,0,1,0
GABARAPL1,1,1,0,1,0,1,0,1,0
AC022075.1,1,1,0,1,0,1,0,1,0
EIF2S3B,0,0,0,0,0,1,0,1,0
KLRA1P,1,1,0,0,0,1,0,1,0
PRH1,1,1,0,1,0,1,0,1,0
PRR4,1,0,0,0,0,1,0,1,0
AC018630.2,1,1,0,1,0,1,0,1,0
TAS2R13,0,0,0,0,0,0,0,1,0
TAS2R14,1,1,0,1,0,1,0,1,0
LINC01252,1,0,0,0,0,0,0,0,0
BORCS5,1,1,0,0,0,1,0,1,0
DUSP16,1,1,0,1,0,1,0,1,0
GPR19,0,1,0,1,0,1,0,1,0
HTR7P1,1,0,0,0,0,0,0,0,0
EMP1,1,1,0,1,0,1,0,1,0
AC010168.2,1,0,0,1,0,0,0,1,0
H4.16,0,0,0,1,0,0,0,0,0
C12orf60,1,1,0,1,0,1,0,1,0
PTPRO,0,0,0,0,0,1,0,0,0
PLEKHA5,1,1,0,1,0,1,0,1,0
AEBP2,1,0,0,1,0,0,0,1,0
AC010197.2,0,0,0,0,0,1,0,0,0
LDHB,1,0,0,1,0,0,0,1,0
KCNJ8,0,1,0,0,0,0,0,0,0
BCAT1,1,1,0,1,0,1,0,1,0
CASC1,1,0,0,1,0,0,0,0,0
AC092747.4,0,1,0,0,0,1,0,0,0
AC092747.2,1,1,0,1,0,1,0,1,0
AC022079.1,0,0,0,1,0,0,0,1,0
AC009318.1,1,1,0,1,0,1,0,1,0
CAPRIN2,1,1,0,1,0,1,0,1,0
TSPAN11,1,1,0,1,0,1,0,1,0
DDX11,1,1,0,1,0,1,0,1,0
AC024940.1,0,0,0,0,0,0,0,1,0
ETFBKMT,0,0,0,0,0,0,0,1,0
H3.5,0,0,0,0,0,0,0,1,0
AC048344.4,0,1,0,1,0,1,0,1,0
AC084824.6,1,1,0,1,0,1,0,1,0
AC084824.2,1,1,0,1,0,1,0,1,0
ABCD2,1,0,0,1,0,0,0,1,0
LRRK2,1,0,0,0,0,0,0,0,0
CNTN1,1,1,0,1,0,1,0,1,0
YAF2,1,0,0,0,0,0,0,0,0
ZCRB1,0,1,0,0,0,1,0,1,0
PRICKLE1,0,1,0,1,0,1,0,0,0
ADAMTS20,1,1,0,1,0,1,0,1,0
TMEM117,0,0,0,0,0,1,0,0,0
NELL2,1,1,0,1,0,1,0,1,0
DBX2,1,1,0,1,0,1,0,1,0
SLC38A1,1,1,0,1,0,1,0,1,0
SLC38A2,1,1,0,1,0,1,0,1,0
AMIGO2,1,1,0,1,0,1,0,1,0
SLC48A1,1,1,0,0,0,1,0,0,0
AC004466.1,0,1,0,1,0,0,0,0,0
AC121338.2,0,0,0,1,0,0,0,1,0
COL2A1,0,0,0,1,0,0,0,0,0
ZNF641,0,1,0,1,0,1,0,1,0
KANSL2,1,1,0,1,0,1,0,1,0
CCNT1,1,1,0,1,0,1,0,1,0
ADCY6,1,1,0,1,0,1,0,1,0
RND1,1,1,0,1,0,1,0,1,0
CCDC65,1,1,0,1,0,1,0,1,0
FKBP11,0,1,0,1,0,0,0,0,0
ARF3,1,0,0,0,0,0,0,0,0
LMBR1L,0,0,0,0,0,0,0,1,0
TUBA1B,1,1,0,1,0,1,0,1,0
AC011603.3,1,1,0,1,0,1,0,1,0
TUBA1C,1,1,0,1,0,1,0,1,0
AC125611.3,1,1,0,1,0,1,0,1,0
PRPF40B,1,1,0,1,0,1,0,1,0
FAM186B,1,1,0,1,0,1,0,1,0
AC020612.1,0,1,0,1,0,1,0,1,0
BCDIN3D,1,1,0,1,0,1,0,1,0
ATF1,1,0,0,0,0,0,0,0,0
METTL7A,1,1,0,1,0,1,0,0,0
LETMD1,1,1,0,1,0,1,0,1,0
DAZAP2,0,0,0,1,0,0,0,0,0
SCN8A,1,1,0,1,0,1,0,1,0
FIGNL2,0,0,0,1,0,0,0,0,0
ATG101,0,0,0,0,0,1,0,0,0
KRT18,0,0,0,1,0,0,0,1,0
TNS2,1,1,0,1,0,1,0,1,0
ZNF740,1,1,0,1,0,1,0,1,0
AC023509.1,1,0,0,0,0,1,0,1,0
PCBP2.OT1,1,1,0,1,0,1,0,0,0
AC023509.3,0,1,0,0,0,1,0,0,0
ATF7.NPFF,0,0,0,0,0,1,0,0,0
HOXC13.AS,1,1,0,1,0,1,0,1,0
HOXC6,1,1,0,1,0,1,0,1,0
HOXC9,0,1,0,0,0,1,0,0,0
HOXC8,1,1,0,1,0,1,0,1,0
HOXC4,1,1,0,1,0,1,0,1,0
AC012531.1,0,1,0,1,0,1,0,1,0
AC023794.5,1,1,0,1,0,1,0,1,0
CBX5,1,1,0,0,0,1,0,0,0
HNRNPA1,1,1,0,1,0,1,0,1,0
CD63,0,0,0,1,0,0,0,0,0
GDF11,1,1,0,1,0,1,0,1,0
RAB5B,1,1,0,1,0,1,0,1,0
RPS26,0,0,0,0,0,0,0,1,0
ESYT1,1,1,0,1,0,1,0,1,0
ZC3H10,1,1,0,1,0,1,0,1,0
AC073896.4,0,0,0,0,0,1,0,1,0
SLC39A5,0,0,0,0,0,0,0,1,0
AC073896.1,0,0,0,0,0,0,0,1,0
IL23A,1,1,0,1,0,1,0,1,0
STAT2,1,1,0,1,0,1,0,1,0
ATP5F1B,1,0,0,0,0,0,0,0,0
NACA,1,0,0,1,0,0,0,1,0
HSD17B6,1,1,0,1,0,1,0,1,0
MYO1A,1,1,0,0,0,1,0,1,0
LRP1,1,1,0,1,0,1,0,1,0
NXPH4,1,1,0,1,0,0,0,0,0
AC137834.2,0,0,0,1,0,0,0,0,0
STAC3,0,0,0,0,0,1,0,1,0
AC126614.1,0,1,0,0,0,0,0,0,0
INHBE,1,1,0,1,0,1,0,1,0
B4GALNT1,1,1,0,1,0,1,0,1,0
AGAP2,1,1,0,1,0,1,0,0,0
AGAP2.AS1,1,0,0,1,0,0,0,1,0
MARCHF9,0,1,0,1,0,0,0,0,0
CYP27B1,1,1,0,1,0,1,0,1,0
METTL1,1,1,0,1,0,1,0,1,0
AC025165.3,1,1,0,0,0,1,0,0,0
LRIG3,1,1,0,1,0,1,0,1,0
SLC16A7,0,1,0,0,0,1,0,0,0
USP15,1,1,0,0,0,1,0,0,0
PPM1H,1,0,0,0,0,0,0,0,0
RPL14P1,1,1,0,1,0,1,0,1,0
DPY19L2,0,0,0,0,0,0,0,1,0
C12orf66,1,1,0,1,0,1,0,1,0
XPOT,0,0,0,0,0,1,0,0,0
TBC1D30,0,1,0,0,0,1,0,0,0
AC026124.2,1,1,0,1,0,1,0,1,0
HMGA2,1,1,0,1,0,1,0,1,0
HELB,1,1,0,1,0,1,0,1,0
MDM1,1,1,0,1,0,1,0,1,0
CPM,0,0,0,0,0,1,0,0,0
BEST3,0,1,0,0,0,1,0,0,0
AC025569.1,0,0,0,1,0,0,0,1,0
AC078860.2,0,0,0,1,0,0,0,0,0
THAP2,1,0,0,0,0,0,0,1,0
TMEM19,1,1,0,1,0,1,0,1,0
GLIPR1L2,0,0,0,1,0,0,0,0,0
GLIPR1,0,0,0,0,0,0,0,1,0
NAP1L1,1,1,0,1,0,1,0,1,0
BBS10,1,1,0,1,0,1,0,1,0
AC107032.1,1,0,0,0,0,0,0,0,0
ZDHHC17,1,1,0,1,0,1,0,1,0
AC124784.1,0,1,0,0,0,0,0,0,0
METTL25,1,1,0,1,0,1,0,1,0
RASSF9,1,1,0,1,0,1,0,1,0
C12orf50,0,0,0,0,0,0,0,1,0
CEP290,1,0,0,0,0,0,0,1,0
DUSP6,1,1,0,1,0,1,0,1,0
POC1B.GALNT4,1,1,0,1,0,1,0,0,0
ATP2B1,0,1,0,0,0,1,0,1,0
BTG1,1,1,0,1,0,1,0,1,0
EEA1,1,0,0,1,0,0,0,0,0
AC138123.1,0,0,0,1,0,0,0,0,0
NUDT4,1,1,0,1,0,0,0,1,0
MRPL42,1,0,0,0,0,1,0,1,0
SOCS2.AS1,1,1,0,1,0,1,0,1,0
SOCS2,1,1,0,1,0,1,0,1,0
AC012085.1,0,0,0,1,0,0,0,0,0
PLXNC1,0,0,0,0,0,1,0,0,0
AC073655.2,1,1,0,1,0,0,0,1,0
CEP83.DT,0,0,0,1,0,0,0,1,0
NDUFA12,0,0,0,0,0,0,0,1,0
NR2C1,1,1,0,1,0,1,0,1,0
AMDHD1,1,1,0,1,0,1,0,1,0
HAL,1,1,0,1,0,1,0,1,0
LTA4H,1,0,0,0,0,0,0,0,0
ELK3,1,1,0,1,0,1,0,1,0
CFAP54,1,0,0,1,0,0,0,1,0
SLC9A7P1,0,0,0,0,0,1,0,0,0
GOLGA2P5,1,1,0,1,0,1,0,1,0
AC010203.1,1,1,0,1,0,1,0,1,0
DEPDC4,1,1,0,1,0,1,0,1,0
ANO4,0,0,0,0,0,0,0,1,0
MYBPC1,0,0,0,1,0,0,0,0,0
GNPTAB,1,1,0,1,0,1,0,1,0
AC025265.1,1,1,0,1,0,1,0,1,0
TTC41P,1,1,0,1,0,1,0,0,0
HSP90B1,1,0,0,1,0,0,0,1,0
C12orf73,1,1,0,0,0,1,0,0,0
GLT8D2,1,1,0,0,0,1,0,1,0
AC078819.1,0,0,0,1,0,0,0,0,0
HCFC2,1,1,0,1,0,1,0,1,0
RPL18AP3,0,1,0,1,0,1,0,1,0
ALDH1L2,0,1,0,0,0,1,0,0,0
WASHC4,1,1,0,1,0,1,0,1,0
C12orf75,1,0,0,1,0,0,0,0,0
TCP11L2,1,1,0,0,0,1,0,0,0
RIC8B,1,1,0,1,0,1,0,1,0
MTERF2,1,1,0,0,0,1,0,0,0
PRDM4,1,1,0,1,0,1,0,1,0
ACACB,1,1,0,1,0,1,0,1,0
FOXN4,1,0,0,0,0,1,0,1,0
MYO1H,1,1,0,0,0,1,0,1,0
AC007570.1,1,1,0,0,0,1,0,1,0
FAM222A,1,1,0,0,0,1,0,1,0
TRPV4,0,1,0,1,0,1,0,1,0
AC084876.2,1,1,0,1,0,1,0,1,0
RAD9B,1,1,0,1,0,1,0,1,0
SH2B3,1,1,0,1,0,1,0,1,0
BRAP,1,1,0,1,0,1,0,1,0
PCNPP1,0,0,0,0,0,1,0,0,0
AC002996.1,1,1,0,0,0,1,0,0,0
ALDH2,1,1,0,1,0,1,0,0,0
AC073575.4,1,1,0,1,0,1,0,1,0
NAA25,1,1,0,1,0,1,0,1,0
RPL6,1,0,0,1,0,0,0,1,0
RASAL1,0,0,0,0,0,0,0,1,0
TBX3,1,1,0,1,0,1,0,1,0
RNFT2,1,1,0,1,0,1,0,0,0
HRK,0,0,0,1,0,0,0,1,0
FBXW8,1,1,0,1,0,1,0,1,0
KSR2,1,1,0,0,0,1,0,1,0
WSB2,1,1,0,1,0,1,0,1,0
AC131159.1,1,0,0,1,0,0,0,0,0
PEBP1,1,0,0,1,0,0,0,1,0
RPS2P5,1,0,0,1,0,0,0,0,0
PRKAB1,1,1,0,1,0,1,0,1,0
CIT,1,0,0,1,0,0,0,1,0
GCN1,1,1,0,1,0,1,0,1,0
RPLP0,1,0,0,1,0,0,0,0,0
NME2P1,0,1,0,0,0,0,0,0,0
COX6A1,1,0,0,1,0,0,0,0,0
AL021546.1,0,0,0,0,0,0,0,1,0
NRAV,1,1,0,1,0,1,0,1,0
MLEC,1,1,0,1,0,1,0,1,0
AC069234.5,1,1,0,0,0,1,0,0,0
UNC119B,1,1,0,1,0,1,0,1,0
SPPL3,0,1,0,0,0,1,0,0,0
P2RX4,1,1,0,1,0,1,0,1,0
KDM2B,1,1,0,1,0,1,0,1,0
MORN3,1,0,0,0,0,0,0,1,0
TMEM120B,0,0,0,1,0,0,0,0,0
AC084018.2,1,0,0,0,0,0,0,1,0
SETD1B,1,1,0,1,0,1,0,1,0
AC069503.1,1,1,0,0,0,1,0,0,0
MLXIP,1,1,0,1,0,1,0,1,0
AC048338.1,1,1,0,0,0,1,0,0,0
ZCCHC8,1,1,0,1,0,1,0,1,0
RSRC2,1,1,0,1,0,1,0,1,0
KNTC1,0,0,0,1,0,0,0,1,0
VPS37B,1,1,0,0,0,1,0,0,0
AC027290.3,0,0,0,1,0,0,0,0,0
OGFOD2,1,1,0,0,0,1,0,1,0
CDK2AP1,0,0,0,0,0,0,0,1,0
SBNO1,1,1,0,1,0,1,0,1,0
RILPL2,1,1,0,1,0,1,0,1,0
TMED2,0,0,0,0,0,0,0,1,0
DDX55,1,1,0,1,0,1,0,1,0
DNAH10OS,1,1,0,1,0,1,0,1,0
AC068790.7,1,0,0,0,0,0,0,1,0
ZNF664,1,1,0,0,0,1,0,0,0
AC068790.9,1,0,0,0,0,0,0,0,0
NCOR2,0,1,0,0,0,0,0,0,0
DHX37,0,1,0,0,0,1,0,0,0
BRI3BP,1,1,0,1,0,1,0,1,0
THRIL,0,0,0,0,0,1,0,1,0
AACS,1,1,0,0,0,1,0,0,0
TMEM132B,1,1,0,0,0,1,0,0,0
SLC15A4,1,1,0,1,0,1,0,1,0
AC108704.2,0,1,0,0,0,1,0,0,0
AC108704.1,0,0,0,0,0,0,0,1,0
GLT1D1,0,0,0,1,0,0,0,0,0
FZD10.AS1,1,1,0,0,0,1,0,0,0
FZD10,1,1,0,1,0,1,0,1,0
AC131009.4,0,1,0,1,0,1,0,0,0
PUS1,1,1,0,1,0,1,0,1,0
EP400P1,1,1,0,1,0,1,0,1,0
DDX51,1,1,0,1,0,1,0,1,0
AC131212.3,0,1,0,1,0,0,0,0,0
AC131212.2,0,1,0,0,0,1,0,1,0
AC135586.2,0,0,0,0,0,1,0,0,0
GOLGA3,1,1,0,1,0,1,0,1,0
ZNF26,1,1,0,1,0,1,0,1,0
ZNF84,1,1,0,1,0,1,0,1,0
ZNF140,1,1,0,1,0,1,0,1,0
ZNF891,1,1,0,1,0,0,0,1,0
ZNF10,1,1,0,1,0,1,0,1,0
ZNF268,1,1,0,1,0,1,0,1,0
ZMYM5,1,1,0,1,0,1,0,1,0
AL355001.2,0,1,0,1,0,1,0,1,0
GJA3,0,0,0,0,0,1,0,0,0
GJB2,1,1,0,1,0,1,0,0,0
AL161772.1,1,1,0,1,0,1,0,1,0
AL512652.2,0,1,0,1,0,0,0,0,0
SACS,0,0,0,0,0,1,0,0,0
TPTE2P6,1,1,0,1,0,1,0,1,0
AL359538.1,1,1,0,1,0,0,0,0,0
CENPJ,1,1,0,1,0,1,0,1,0
PABPC3,1,0,0,0,0,0,0,0,0
SHISA2,1,1,0,1,0,1,0,1,0
WASF3,0,0,0,1,0,0,0,1,0
GPR12,1,1,0,1,0,1,0,1,0
LNX2,1,1,0,1,0,1,0,0,0
PDX1,1,1,0,1,0,1,0,1,0
LINC00543,0,0,0,1,0,0,0,0,0
CDX2,1,1,0,1,0,1,0,1,0
MTUS2.AS1,1,1,0,0,0,0,0,0,0
SLC7A1,1,1,0,1,0,1,0,1,0
UBL3,1,1,0,1,0,1,0,1,0
FRY,0,0,0,0,0,1,0,0,0
BRCA2,1,1,0,1,0,1,0,1,0
AL137247.2,0,0,0,1,0,0,0,0,0
N4BP2L2,1,0,0,0,0,0,0,0,0
MAB21L1,0,1,0,1,0,1,0,0,0
CCDC169,0,0,0,1,0,0,0,0,0
SMAD9,0,1,0,1,0,1,0,0,0
LINC00598,1,1,0,1,0,1,0,1,0
FOXO1,0,0,0,1,0,0,0,0,0
AL590064.1,0,1,0,0,0,0,0,0,0
WBP4,1,0,0,0,0,0,0,0,0
NAA16,1,1,0,1,0,1,0,1,0
VWA8,1,0,0,1,0,0,0,1,0
DGKH,0,0,0,1,0,0,0,0,0
DNAJC15,0,0,0,0,0,1,0,0,0
LACC1,1,1,0,1,0,0,0,1,0
SMIM2.AS1,0,1,0,1,0,0,0,1,0
TSC22D1,1,1,0,1,0,1,0,1,0
NUFIP1,1,1,0,1,0,1,0,1,0
TPT1,1,0,0,1,0,0,0,1,0
AL138963.4,1,0,0,0,0,0,0,1,0
RCN1P2,0,1,0,1,0,0,0,0,0
COG3,1,1,0,1,0,1,0,1,0
CBY2,0,0,0,0,0,0,0,1,0
LCP1,1,0,0,0,0,0,0,0,0
LRRC63,1,0,0,0,0,0,0,0,0
LPAR6,1,1,0,1,0,1,0,1,0
RCBTB2,0,0,0,1,0,0,0,0,0
AL161421.1,0,1,0,1,0,1,0,1,0
CDADC1,1,0,0,1,0,1,0,0,0
SETDB2,1,1,0,1,0,1,0,1,0
EBPL,1,0,0,1,0,0,0,1,0
TRIM13,1,1,0,1,0,1,0,1,0
KCNRG,0,1,0,0,0,0,0,0,0
AL137060.3,0,0,0,1,0,0,0,0,0
GUCY1B2,1,1,0,1,0,1,0,1,0
INTS6,1,1,0,1,0,1,0,1,0
AL162377.1,1,1,0,1,0,1,0,1,0
CTAGE3P,1,1,0,1,0,1,0,1,0
ATP7B,1,1,0,1,0,1,0,1,0
MRPS31P5,1,1,0,1,0,1,0,1,0
AL139082.2,1,1,0,1,0,1,0,1,0
AL158066.2,1,1,0,1,0,0,0,0,0
AL359513.1,0,0,0,0,0,0,0,1,0
AL137058.2,1,1,0,1,0,1,0,1,0
MRPS31P4,1,1,0,1,0,1,0,1,0
HNRNPA1L2,1,1,0,1,0,1,0,1,0
PCDH8,1,1,0,1,0,1,0,1,0
PCDH20,1,1,0,1,0,1,0,1,0
HNRNPA3P5,0,1,0,0,0,1,0,0,0
PIBF1,1,0,0,0,0,0,0,0,0
COMMD6,0,0,0,0,0,0,0,1,0
KCTD12,1,1,0,1,0,1,0,1,0
MYCBP2,1,0,0,1,0,0,0,0,0
EDNRB,1,0,0,0,0,1,0,1,0
OBI1,1,1,0,1,0,1,0,1,0
RBM26.AS1,1,1,0,1,0,1,0,1,0
SPRY2,1,1,0,1,0,1,0,1,0
PTMAP5,0,0,0,0,0,0,0,1,0
SLITRK1,0,0,0,1,0,0,0,1,0
LINC00351,1,0,0,0,0,0,0,0,0
MIR4500HG,0,0,0,0,0,0,0,1,0
SLITRK5,1,1,0,1,0,1,0,1,0
AL445647.1,1,1,0,0,0,1,0,1,0
MIR17HG,0,0,0,1,0,0,0,0,0
TGDS,1,1,0,1,0,1,0,1,0
SOX21.AS1,1,0,0,1,0,1,0,0,0
SOX21,1,1,0,1,0,1,0,1,0
UGGT2,1,0,0,0,0,0,0,0,0
HS6ST3,0,0,0,0,0,1,0,0,0
FARP1,0,0,0,0,0,1,0,0,0
TM9SF2,1,1,0,1,0,1,0,1,0
ZIC5,1,1,0,1,0,1,0,1,0
TMTC4,0,1,0,1,0,1,0,0,0
ERCC5,1,0,0,0,0,0,0,0,0
LIG4,1,1,0,1,0,1,0,1,0
ABHD13,0,0,0,1,0,0,0,0,0
COL4A1,1,1,0,1,0,1,0,1,0
COL4A2,1,1,0,1,0,1,0,1,0
NAXD,1,1,0,1,0,1,0,1,0
ANKRD10.IT1,0,1,0,0,0,1,0,0,0
AL353704.1,1,1,0,0,0,1,0,0,0
AL139384.1,0,0,0,1,0,0,0,0,0
ATP11A,1,1,0,1,0,1,0,1,0
AL356740.1,0,0,0,1,0,0,0,0,0
MCF2L.AS1,0,0,0,0,0,1,0,0,0
DCUN1D2,1,1,0,1,0,1,0,1,0
GAS6,1,1,0,1,0,1,0,1,0
CHAMP1,1,1,0,1,0,1,0,1,0
AL589743.1,0,0,0,0,0,1,0,0,0
AL929602.1,1,1,0,0,0,0,0,0,0
AL356019.2,0,1,0,0,0,0,0,0,0
CCNB1IP1,1,1,0,1,0,1,0,1,0
PARP2,1,1,0,0,0,1,0,0,0
PIP4P1,1,1,0,1,0,1,0,1,0
ANG,1,1,0,1,0,1,0,1,0
RNASE4,1,1,0,1,0,1,0,1,0
SLC39A2,0,0,0,1,0,0,0,1,0
LINC00641,1,1,0,1,0,1,0,1,0
AL135744.1,0,0,0,0,0,0,0,1,0
TRAV8.2,0,0,0,0,0,0,0,1,0
TRAV8.6,0,0,0,1,0,0,0,0,0
LRP10,0,1,0,1,0,0,0,0,0
SLC7A8,1,1,0,1,0,1,0,1,0
BCL2L2.PABPN1,0,0,0,1,0,1,0,1,0
ZFHX2,1,1,0,1,0,0,0,0,0
AP1G2,1,1,0,1,0,1,0,1,0
DHRS2,1,1,0,1,0,1,0,1,0
PCK2,0,1,0,0,0,1,0,0,0
DCAF11,1,0,0,0,0,0,0,0,0
PSME1,1,0,0,0,0,0,0,1,0
EMC9,1,1,0,1,0,1,0,1,0
AL136295.5,1,0,0,0,0,0,0,1,0
REC8,0,1,0,1,0,1,0,0,0
AL096870.2,1,0,0,1,0,1,0,1,0
NYNRIN,1,1,0,1,0,1,0,1,0
KHNYN,1,1,0,1,0,1,0,1,0
FOXG1,0,0,0,0,0,1,0,0,0
AL161665.1,0,0,0,0,0,0,0,1,0
EGLN3,1,1,0,1,0,1,0,1,0
AL445363.3,1,0,0,0,0,0,0,0,0
NFKBIA,1,1,0,1,0,1,0,1,0
INSM2,1,1,0,1,0,1,0,1,0
AL162311.1,1,1,0,0,0,0,0,0,0
NKX2.1,1,0,0,1,0,0,0,0,0
SLC25A21.AS1,1,1,0,1,0,1,0,1,0
TTC6,1,0,0,0,0,0,0,0,0
SEC23A,0,0,0,0,0,0,0,1,0
AL049828.2,1,1,0,1,0,1,0,1,0
LINC02315,1,0,0,0,0,0,0,0,0
LRFN5,1,0,0,0,0,1,0,0,0
TOGARAM1,1,1,0,1,0,1,0,1,0
PRPF39,1,1,0,1,0,1,0,1,0
RPS29,1,0,0,0,0,0,0,0,0
RPL32P29,0,0,0,0,0,1,0,0,0
LRR1,0,1,0,0,0,1,0,0,0
RPL36AL,1,1,0,1,0,1,0,1,0
MGAT2,1,1,0,1,0,1,0,1,0
POLE2,1,1,0,1,0,1,0,0,0
KLHDC1,1,1,0,1,0,1,0,1,0
LINC01588,0,0,0,1,0,1,0,1,0
VCPKMT,1,1,0,1,0,1,0,1,0
NIN,1,1,0,0,0,1,0,1,0
AL606834.2,0,0,0,0,0,1,0,1,0
GPR137C,1,1,0,1,0,1,0,1,0
ERO1A,1,1,0,1,0,1,0,1,0
AL139317.5,1,1,0,0,0,1,0,1,0
AL352979.4,0,0,0,0,0,1,0,0,0
BMP4,0,1,0,0,0,0,0,0,0
CGRRF1,0,1,0,1,0,0,0,0,0
SAMD4A,1,1,0,1,0,1,0,1,0
WDHD1,1,0,0,1,0,0,0,1,0
RPSAP13,1,1,0,1,0,1,0,1,0
SOCS4,0,0,0,1,0,0,0,0,0
CHMP4BP1,0,0,0,0,0,1,0,0,0
TMEM260,1,1,0,1,0,0,0,1,0
OTX2,1,1,0,1,0,1,0,1,0
AL049838.1,0,0,0,0,0,1,0,0,0
ARMH4,1,1,0,0,0,1,0,1,0
PSMA3,0,0,0,1,0,0,0,1,0
ARID4A,1,1,0,1,0,1,0,1,0
AL049873.2,1,0,0,1,0,0,0,0,0
DAAM1,1,0,0,0,0,0,0,0,0
