,U1-mut2-100-CHX_vs_DMSO,U1-mut2-100-CHX_vs_DMSO-CHX,U1-mut2-100-CHX_vs_mut2-100,U1-mut2-100-EtOH_vs_DMSO,U1-mut2-100-CHX_vs_WT_EtOH,U1-mut2-100-CHX_vs_WT_CHX,U1-mut2-100-EtOH_vs_WT_EtOH,U1-mut2-500-CHX_vs_DMSO,U1-mut2-500-CHX_vs_DMSO-CHX,U1-mut2-500-CHX_vs_mut5-500,U1-mut2-500-EtOH_vs_DMSO,U1-mut2-500-CHX_vs_WT_EtOH,U1-mut2-500-CHX_vs_WT_CHX,U1-mut2-500-EtOH_vs_WT_EtOH
AC084337.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RRP8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DCHS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF214,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NLRP14,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RBMXL2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PPFIBP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TUB,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TRIM66,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPL27A,0,0,1,0,1,0,0,0,0,1,0,1,0,0
DENND5A,1,0,1,0,1,0,0,0,0,1,0,0,0,0
SNORA23,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AC132192.2,0,0,0,0,0,0,0,1,1,0,0,1,1,0
RPL23AP65,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ADM,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AMPD3,1,0,1,0,1,0,0,0,0,0,0,1,0,0
ZBED5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GALNT18,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MICAL2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PTH,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SPON1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AC018523.2,1,0,1,0,1,0,0,1,0,0,0,0,0,0
INSC,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PLEKHA7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC116533.1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
RPS13,0,0,1,0,1,0,0,0,0,1,0,1,0,0
NUCB2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
NCR3LG1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ABCC8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TPH1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GTF2H1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
LDHA,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC084117.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UEVLD,1,0,1,0,1,0,0,1,0,0,0,1,0,0
SPTY2D1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
TMEM86A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
IGSF22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PTPN5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
E2F8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC5A12,0,0,1,0,0,0,0,0,0,1,0,1,0,0
FIBIN,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BBOX1.AS1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
LGR4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BDNF.AS,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HSP90AA2P,0,0,1,0,1,0,0,0,0,1,0,0,0,0
ARL14EP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DCDC1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
PAUPAR,1,0,0,0,1,0,0,1,0,0,0,1,0,0
RCN1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WT1.AS,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PRRG4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TCP11L1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LINC00294,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HIPK3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AL049629.2,0,0,0,0,0,0,0,1,1,0,1,0,0,0
CD44,0,0,0,0,0,0,0,0,0,1,0,0,0,0
COMMD9,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TRAF6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RAG1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAG2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AC068205.2,1,0,1,0,1,0,0,0,1,0,0,0,0,0
HSD17B12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC068205.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SEC14L1P1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ACCS,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ALX4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CHST1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
CRY2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CREB3L1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MDK,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHRM4,1,0,1,0,1,0,0,0,0,0,0,1,0,0
AC024293.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HARBI1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF408,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ARFGAP2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
DDB2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NR1H3,1,0,1,0,1,0,0,0,0,1,0,0,0,0
MADD,0,0,0,0,0,0,0,1,0,1,0,1,0,0
FNBP4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PTPRJ,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC109635.7,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SLC43A3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RTN4RL2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
SLC43A1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
SERPING1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
YPEL4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MED19,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AP001931.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
LPXN,1,0,1,0,1,0,0,1,0,1,0,1,0,0
VWCE,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TKFC,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TMEM138,1,0,0,0,0,0,0,1,0,1,0,0,0,0
CPSF7,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AP003108.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
PPP1R32,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AP003108.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SYT7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DAGLA,1,0,1,0,1,0,0,0,0,0,0,0,0,0
FADS2,1,0,0,0,1,0,0,1,0,1,0,1,0,0
FTH1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
INCENP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AHNAK,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EEF1G,0,0,1,0,1,0,0,0,0,1,0,1,0,0
GANAB,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LBHD1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HNRNPUL2.BSCL2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP001160.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
SNHG1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC3A2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
RTN3,1,0,1,0,1,0,0,1,0,1,0,0,0,0
C11orf95,1,0,1,0,1,0,0,0,0,1,0,0,0,0
AP000721.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AP006333.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PPP1R14B.AS1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BAD,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PRDX5,0,0,0,0,1,0,0,1,0,1,0,1,0,0
NRXN2,1,0,0,0,1,0,0,1,0,1,0,0,0,0
EHD1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PPP2R5B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNHIT2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP003068.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FAU,0,0,0,0,0,0,0,0,0,1,0,1,0,0
SPDYC,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CAPN1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
SLC22A20P,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TIGD3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
NEAT1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
SCYL1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EHBP1L1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
CFL1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MUS81,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EFEMP2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
CCDC85B,0,0,0,0,0,0,0,0,0,1,0,1,0,0
FOSL1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
CNIH2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
TMEM151A,0,0,0,0,0,0,0,1,0,0,0,1,0,0
RIN1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC29A2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP001107.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BBS1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZDHHC24,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CCDC87,0,0,0,0,0,0,0,1,1,0,1,1,1,1
RBM14.RBM4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RBM4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SPTBN2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LRFN4,0,0,0,0,1,0,0,1,0,1,0,1,0,0
SYT12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RAD9A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CLCF1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GSTP1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
NUDT8,0,0,0,0,1,0,0,1,0,1,0,1,0,0
FAM86C2P,1,0,1,0,1,0,0,0,0,0,0,0,0,0
TCIRG1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AP002807.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LRP5,0,0,0,0,0,0,0,1,0,1,0,1,0,0
GAL,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IGHMBP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TPCN2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP003071.5,0,0,0,0,0,0,0,0,1,0,0,1,0,1
LTO1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FADD,1,0,1,0,1,0,0,1,0,0,0,0,0,0
AP000487.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
DHCR7,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AP002387.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AP000867.5,1,0,1,0,1,0,0,1,0,0,0,0,0,0
AP003498.1,1,0,0,0,1,0,0,1,0,0,1,1,0,1
AP003498.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FAM86C1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ZNF705E,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NUMA1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AP002490.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AP000812.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARAP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
STARD10,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FCHSD2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP002761.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ARHGEF17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
RELT,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PLEKHB1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DNAJB13,0,0,0,0,1,0,0,1,0,0,0,1,0,0
UCP3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
C2CD3,0,0,1,0,1,0,0,0,0,1,0,1,0,0
P4HA3,1,0,1,0,1,0,0,0,0,1,0,0,0,0
PGM2L1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POLD3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
AP001324.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RNF169,0,0,1,0,1,0,0,0,0,0,0,1,0,0
XRRA1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ARRB1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP001972.5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPS3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
MAP6,0,0,0,0,1,0,0,1,0,0,0,0,0,0
UVRAG,1,0,1,0,1,0,0,0,0,1,0,0,0,0
WNT11,1,0,1,0,1,0,0,0,0,1,0,0,0,0
EMSY,0,0,1,0,1,0,0,1,0,1,0,1,0,0
TSKU,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AP003119.3,1,0,0,0,1,0,0,0,0,0,0,1,0,0
KCTD14,1,0,0,0,0,0,0,1,0,0,0,1,0,0
NDUFC2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KCTD21.AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
USP35,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP002985.1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TENM4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PRCP,0,0,0,0,0,0,0,1,0,1,0,1,0,0
RAB30,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PCF11,0,0,1,0,1,0,0,0,0,0,0,1,0,0
CREBZF,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SYTL2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EED,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCDC81,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FZD4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CTSC,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NOX4,0,0,0,0,1,0,0,1,0,0,0,1,0,0
NAALAD2,1,0,1,0,1,0,0,0,0,1,0,1,0,0
TUBAP2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
CEP295,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP001273.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TAF1D,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PANX1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP002784.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GPR83,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANKRD49,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PIWIL4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AMOTL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KDM4D,1,0,1,0,1,0,0,0,0,1,0,1,0,0
ENDOD1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AP000787.1,1,0,0,0,0,0,0,1,1,0,1,1,1,1
SESN3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM76B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
JRKL,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CEP126,0,0,1,0,1,0,0,1,0,1,0,1,0,0
CFAP300,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BIRC3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TMEM123,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MMP12,1,0,0,0,0,0,0,1,0,0,1,1,0,0
DYNC2H1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
KBTBD3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AP000766.1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
RAB39A,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CUL5,1,0,0,0,0,0,0,1,0,0,0,1,0,0
ACAT1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
POGLUT3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZC3H12C,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ARHGAP20,0,0,1,0,1,0,0,0,0,0,0,0,0,0
C11orf52,0,0,0,0,1,0,0,1,0,0,0,1,0,0
DIXDC1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PIH1D2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BCO2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
LINC02762,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AP002840.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ANKK1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
DRD2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TMPRSS5,1,0,0,0,0,0,0,1,0,1,0,1,0,0
AP003170.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AP002373.1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
CADM1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
BUD13,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SIK3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TAGLN,0,0,0,0,0,0,0,1,1,0,1,1,1,0
FXYD6,0,0,0,0,0,0,0,1,0,1,0,1,0,0
TMPRSS13,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IL10RA,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SCN4B,0,0,0,0,0,0,0,1,0,1,0,0,0,0
MPZL3,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MPZL2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KMT2A,0,0,1,0,1,0,0,0,0,1,0,1,0,0
DDX6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCDC84,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPS25,0,0,1,0,1,0,0,0,0,1,0,1,0,0
HYOU1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
VPS11,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C2CD2L,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HINFP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RNF26,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NECTIN1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TLCD5,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GRIK4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP000646.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TECTA,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SORL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
UBASH3B,0,0,0,0,0,0,0,1,0,1,0,1,0,0
HSPA8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SCN3B,0,0,0,0,1,0,0,1,0,0,0,1,1,1
ZNF202,1,0,1,0,1,0,0,1,0,1,0,1,0,0
OR8G1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPA17,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NRGN,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ESAM,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MSANTD2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCDC15.DT,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCDC15,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC37A2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KRT18P59,0,0,0,0,1,0,0,1,0,0,1,1,0,1
FEZ1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
EI24,1,0,1,0,1,0,0,1,0,1,0,1,0,0
STT3A,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PUS3,1,0,1,0,1,0,0,1,0,0,0,0,0,0
CDON,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ETS1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FLI1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KCNJ1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C11orf45,1,0,1,0,0,0,0,0,0,0,0,0,0,0
APLP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ADAMTS8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IGSF9B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC02731,1,0,0,0,1,0,0,1,0,0,1,1,1,1
VPS26B,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GLB1L3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
WASH8P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
IQSEC3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SLC6A12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A13,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NINJ2.AS1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RAD52,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC004803.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DCP1B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FKBP4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ITFG2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC125807.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TSPAN9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PRMT8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC005831.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCND2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
FGF23,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C12orf4,1,0,1,0,1,0,0,1,0,0,0,0,0,0
GALNT8,0,0,0,0,0,0,0,1,0,1,0,0,0,0
KCNA1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
ANO2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CD9,0,0,1,0,0,0,0,1,0,1,0,1,0,0
TNFRSF1A,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TAPBPL,1,0,1,0,1,0,0,1,0,1,0,1,0,0
VAMP1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
MRPL51,1,0,1,0,1,0,0,0,0,1,0,0,0,0
NCAPD2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GAPDH,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC006064.4,0,0,1,0,0,0,0,1,0,1,0,1,0,0
IFFO1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NOP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ING4,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PTMS,0,0,1,0,0,0,0,0,0,0,0,1,0,0
GPR162,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P3H3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
TPI1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
SPSB2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
C1S,0,0,1,0,0,0,0,1,1,1,0,1,0,0
RBP5,1,0,0,0,0,0,0,1,0,1,0,1,0,0
CD163L1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AC131206.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SLC2A3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NECAP1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006511.4,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AC006511.6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CLEC4A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC092111.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
AC092111.1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
FAM86FP,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AC092745.4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC00937,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC009533.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DDX12P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC092821.4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC092821.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC092821.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC010186.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC010186.3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CLEC2D,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GABARAPL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC022075.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EIF2S3B,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KLRA1P,0,0,0,0,0,0,0,1,0,1,0,1,0,0
YBX3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PRH1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PRR4,0,0,1,0,0,0,0,1,0,1,0,1,0,0
AC018630.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TAS2R13,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TAS2R14,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TAS2R20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LINC01252,0,0,0,0,0,0,0,1,0,1,0,1,0,0
BORCS5,1,0,1,0,0,0,0,1,0,1,0,1,0,0
DUSP16,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GPR19,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CDKN1B,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RPL13AP20,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HTR7P1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC010168.2,0,0,0,0,1,0,0,1,0,1,0,1,0,0
H4.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C12orf60,1,0,0,0,1,0,0,0,0,1,0,0,0,0
STRAP,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DERA,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGST1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
PLEKHA5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AEBP2,0,0,1,0,1,0,0,1,0,1,0,1,0,0
AC010197.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LDHB,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KCNJ8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
BCAT1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CASC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SSPN,0,0,0,0,0,0,0,1,0,0,0,0,0,0
