,BIO2197294-CHX_vs_DMSO,BIO2197294-CHX_vs_DMSO-CHX,BIO2197294-CHX_vs_7294,BIO2197294-EtOH_vs_DMSO,BIO2197294-EtOH_vs_U1_WT100_EtOH,BIO2197294-EtOH_vs_U1_WT500_EtOH,BIO2197294-CHX_vs_U1_WT100_CHX,BIO2197294-CHX_vs_U1_WT500_CHX,BIO2197294-EtOH_vs_U1_U1_mut1_100_EtOH,BIO2197294-EtOH_vs_U1_U1_mut1_500_EtOH,BIO2197294-CHX_vs_U1_U1_mut1_100_CHX,BIO2197294-CHX_vs_U1_U1_mut1_500_CHX,BIO2197294-EtOH_vs_U1_U1_mut2_100_EtOH,BIO2197294-EtOH_vs_U1_U1_mut2_500_EtOH,BIO2197294-CHX_vs_U1_U1_mut2_100_CHX,BIO2197294-CHX_vs_U1_U1_mut2_500_CHX
AP003071.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LTO1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FADD,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AP000867.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AP003498.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNF705E,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL18BP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
NUMA1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARAP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FCHSD2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RELT,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PLEKHB1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C2CD3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P4HA3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POLD3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF169,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARRB1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AP001972.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UVRAG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMSY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSKU,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AP003119.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KCTD14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
USP35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TENM4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
RAB30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCF11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCF11.AS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CREBZF,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SYTL2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
EED,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC81,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FZD4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NOX4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAALAD2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBAP2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP295,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP001273.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF1D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PANX1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FUT4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
PIWIL4,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
AMOTL1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KDM4D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AP000787.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SESN3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM76B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP126,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CFAP300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BIRC3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP001830.1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
DYNC2H1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AP000766.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZC3H12C,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AP002884.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKK1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DRD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TMPRSS5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HTR3A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP002373.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BUD13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SIK3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TMPRSS13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL10RA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MPZL3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AP001267.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
KMT2A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HYOU1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C2CD2L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HINFP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NECTIN1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GRIK4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AP000646.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECTA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SORL1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPA8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SCN3B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF202,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NRGN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MSANTD2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC15.DT,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC37A2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FEZ1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CHEK1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0
PUS3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CDON,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ETS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FLI1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C11orf45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53AIP1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
APLP2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IGSF9B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LINC02731,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GLB1L3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WASH8P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NINJ2.AS1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAD52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DCP1B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ITFG2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC125807.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCND2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C12orf4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAP3,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1
GALNT8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNA1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANO2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CD9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF1A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TAPBPL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VAMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MRPL51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPDH,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006064.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IFFO1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NOP2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ING4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
PIANP,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
PTMS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P3H3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPSB2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C1S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C1R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RBP5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC131206.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SLC2A3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NECAP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006511.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006511.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092111.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AC092745.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00937,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRG1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AC009533.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX12P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092821.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092821.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010186.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010186.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC2D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GABARAPL1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC022075.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2S3B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRA1P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRH1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRR4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC018630.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BORCS5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL13AP20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
HTR7P1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GRIN2B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H4.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C12orf60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PLEKHA5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AEBP2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010197.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ETNK1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BCAT1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CASC1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SSPN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AC092747.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SMCO2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC022079.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009318.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009318.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPRIN2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPAN11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC048344.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC084824.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC084824.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC084824.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRK2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MUC19,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
CNTN1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCRB1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NELL2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DBX2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC38A1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC38A2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AMIGO2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC48A1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC024257.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZNF641,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KANSL2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNT1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RND1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LMBR1L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBA1B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011603.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBA1C,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC125611.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRPF40B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BCDIN3D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIC1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
METTL7A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LETMD1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SCN8A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FIGNL2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NR4A1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ATG101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNS2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF740,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC023509.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC023509.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXC13.AS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXC6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXC8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXC4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC012531.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC023794.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CBX5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPA1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NFE2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GDF11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MMP19,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
RAB5B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ESYT1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZC3H10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073896.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL23A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPD1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HSD17B6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO1A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LRP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NXPH4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA4L2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
INHBE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B4GALNT1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP27B1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
METTL1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC025165.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVIL,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
LRIG3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USP15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL14P1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DPY19L2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C12orf66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026124.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGA2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HELB,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MDM1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BEST3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAP2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRHDE.AS1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC121761.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
NAP1L1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BBS10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZDHHC17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NAV3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
METTL25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RASSF9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
DUSP6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POC1B.GALNT4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC025034.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP2B1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTG1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NUDT4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCS2.AS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCS2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073655.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP83.DT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NR2C1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USP44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AMDHD1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ELK3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CFAP54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA2P5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010203.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DEPDC4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MYBPC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GNPTAB,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DRAM1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WASHC3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AC025265.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC41P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HSP90B1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC078819.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HCFC2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EID3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ALDH1L2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
WASHC4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C12orf75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCP11L2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RIC8B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MTERF2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USP30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACB,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
MYO1H,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM222A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPV4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC084876.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD9B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SH2B3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BRAP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCNPP1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC002996.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073575.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NAA25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TBX3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RNFT2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXW8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KSR2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WSB2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC131159.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKAB1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CIT,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BICDL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GCN1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SIRT4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
NRAV,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MLEC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC069234.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC119B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P2RX4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KDM2B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SETD1B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HPD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WDR66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC069503.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLXIP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC048338.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCCHC8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RSRC2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KNTC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS37B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGFOD2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
