Genes,NGN2.BIO1755497.00040nM,NGN2.BIO2006152.00150nM,NGN2.BIO2059811.00870nM,NGN2.BIO2135644.01000nM,NGN2.BIO2136770.00300nM,NGN2.BIO1949634.03000nM,NGN2.BIO2060573.03000nM,NGN2.BIO2070692.01680nM
MIS12,0,0,0.1904436054477,0,0.146408920742218,0.169148919782016,0,0
CYTH2,0,0,0,0,0,0,0,0.506
IFT20,0,0,0.175,0.17,0,0.161,0,0
FAM135B,0,0,0,0.230172831009152,0,0,0,0.274890378101532
MAP2K3,0,0.171696418692318,0.166714797661421,0,0,0.166066011853371,0,0
TKFC,0,0,0.107,0.123,0,0.274289932523836,0,0
DTNB,0,0,0.152,0.167033175425598,0,0.185232502691328,0,0
CALCOCO1,0,0,0.19791480059879,0,0,0.306140227134454,0,0
MINDY3,0,0,0.132,0.13,0,0.139,0,0.103
UNC79,0,0,0.15,0,0,0.106,0.127,0.121
SMOX,0,0,0.29014101616775,0.213178390104149,0,0,0,0
GRM2,0,0,0.165,0.151,0,0.187,0,0
ZNF85,0,0.19,0.167,0,0,0,0,0.146
NCAM1,0,0,0.212767143430427,0,0,0.290098977776674,0,0
DGKA,0.156,0,0,0,0,0.346,0,0
HERC4,0,0,0.172,0,0,0,0.152,0.178
PKM,0,0,0.152,0.131,0,0.102,0,0.117
AC078845.1,0,0,0,0,0,0,0,0.501913982837297
SLC25A22,0,0,0.179323230433212,0,0,0.146348220778156,0,0.175742272820674
CPEB3,0,0.119,0.129,0,0.13,0,0.123,0
KDM2B,0,0,0.111604975994956,0.111404811433032,0,0.27759292086391,0,0
SHANK1,0,0,0.22952239783668,0.123343828645128,0,0.147,0,0
AMZ2,0,0,0.149,0.136,0,0.109,0,0.105
ATP2B4,0,0,0.241882794189607,0.256903812452902,0,0,0,0
APEH,0,0,0.141,0,0,0.156,0,0.200376213029126
MTRES1,0,0,0,0.204011133868246,0.1752239114119,0.118,0,0
DCTN2,0.496580266039399,0,0,0,0,0,0,0
DNMT3B,0.305970170057494,0,0,0.190413195617093,0,0,0,0
ARNTL2,0,0.109,0,0.211440984461263,0,0,0,0.175556770732118
TIGD7,0,0,0.202296434732234,0,0,0.292795164658113,0,0
HARS2,0.167,0.157,0,0,0.171,0,0,0
SYT16,0.108,0,0,0.124,0,0.109,0,0.154
MAP7,0,0,0,0,0,0.4933038864196,0,0
CADPS,0,0,0.147040803923635,0.10070392158798,0,0.144597798147664,0,0.100618315163124
PM20D2,0,0,0,0.356294208743896,0,0.136,0,0
AMDHD2,0,0.267574908577826,0,0,0,0,0.224626970574455,0
AFTPH,0,0,0.183,0.112,0,0.197,0,0
GUCY1B1,0.248078735426474,0,0,0,0,0,0.243439029207119,0
TBRG1,0,0,0.117,0,0.126,0,0.116,0.132
U2AF1L5,0,0,0.112584742546037,0.216935155548566,0,0,0,0.161206501010901
TRPT1,0.174,0,0,0,0,0.116,0,0.200116481193
MRPL55,0,0,0.182918783995506,0,0,0.167,0.14,0
SMARCC2,0,0,0.114717596074553,0.122233557744529,0,0.112606042157042,0,0.140340768422075
MSTO2P,0,0,0.489511860413542,0,0,0,0,0
EPHA3,0.167511806637106,0.126340688646396,0,0,0,0.195602216096825,0,0
COQ10A,0,0,0.114,0.137,0.129,0,0,0.109
RPS6KA6,0,0,0.139,0,0,0.181346599990102,0.168390345477191,0
DDHD1,0,0,0.191469100814708,0,0,0.179,0,0.118
ZSCAN25,0,0,0.140714187679008,0.174744707973298,0,0,0.171601321233987,0
PKP4,0,0,0,0,0.109,0.221,0,0.157
ABLIM2,0,0,0.221169900179653,0,0,0.265803828304315,0,0
ARID1B,0,0,0.152349753253868,0,0,0.18921618474253,0,0.145
CERS5,0.111426982104849,0,0.13693753535745,0,0,0.121015219492389,0.116916255005229,0
ABCB6,0,0,0,0.132,0,0.11,0.106,0.138
AC115284.1,0,0,0.26179672465774,0,0,0.224127389734652,0,0
EIF2B3,0,0,0.255210173247229,0,0,0.230008144343708,0,0
PFDN5,0.222895720981861,0,0,0,0,0,0,0.262190153937151
SEC31A,0,0,0.133,0.122,0,0.111,0,0.119
ZNF789,0.113,0,0,0.131,0,0.137,0,0.104
ZBTB8OS,0.104,0,0.151,0,0,0.113,0,0.116
AC090114.3,0,0,0.253164493704748,0,0,0.23,0,0
DNALI1,0,0.119,0,0.109,0.116,0.139,0,0
UNC13C,0,0,0.233444298428168,0,0,0.249473560816978,0,0
EPN1,0,0,0.20386931335145,0,0,0.277581970133353,0,0
GALK2,0,0,0.222790508271965,0.143,0,0.114637243520076,0,0
TMED9,0,0,0.184122860812888,0,0,0.295919639727521,0,0
GRIA3,0.105,0,0,0.107,0.132,0,0,0.136
ABCG1,0,0,0.176324500985403,0,0,0.192511279592799,0,0.111
TTC17,0,0,0,0,0.220279706841003,0,0,0.259370857473491
LRRC37A3,0,0,0,0,0,0.137299910703897,0.342033091108343,0
KIFBP,0.112,0,0,0,0.165126395440358,0,0,0.20206519055932
ENTPD6,0,0,0.209078183391906,0.114,0,0.155475024929786,0,0
LINC00667,0.202482967569592,0,0,0,0.14,0.134,0,0
ANKRA2,0,0,0.20630895045204,0,0,0.269789086736565,0,0
ZNF559-ZNF177,0.184,0,0.169565699412573,0.122443190268406,0,0,0,0
TMEM14B,0,0,0.107,0,0.12,0.107,0,0.142
PRRT4,0,0,0.213343575841134,0,0,0.261981408061277,0,0
TBCD,0,0,0.206829684007542,0,0,0.268218962823924,0,0
RBPJ,0,0,0,0.201,0,0.274,0,0
VPS54,0,0,0,0.171035899330854,0.179,0.124429944974276,0,0
WDR61,0,0,0.272039435313904,0.202249890718052,0,0,0,0
LRRFIP2,0.107,0,0.127,0,0,0,0.115,0.125
TNIK,0,0,0.188680384829683,0,0,0.28531921251012,0,0
HNRNPH1,0,0,0.111,0.113,0,0.11,0.139735872758628,0
SLC66A2,0,0,0.154,0,0,0.138,0.181,0
GPC6,0,0,0.113947820642619,0.182698135976499,0,0,0,0.175902539231874
UBE2Q2,0,0,0.128,0.116,0,0.109081591992769,0.119,0
MAGI1,0,0,0.280956662606173,0,0,0.191,0,0
METTL4,0.305856062897349,0,0,0.166,0,0,0,0
CHCHD5,0,0.162,0,0.123,0,0.184,0,0
TMEM91,0,0,0.103,0,0,0,0,0.365
CBX7,0,0,0.109,0,0,0.197,0.161,0
C14orf93,0,0,0,0.298,0,0.169,0,0
KIAA0895,0,0,0.189,0.152,0,0.126,0,0
MAPKAPK5,0,0,0.466651776698053,0,0,0,0,0
AC087632.2,0,0,0.212675073508543,0,0,0.253566801405968,0,0
COASY,0,0,0.238,0,0,0.228,0,0
GMIP,0,0,0.224,0.242,0,0,0,0
MAPKBP1,0,0,0.251,0,0,0.215,0,0
NFYA,0,0,0.177,0,0,0.289,0,0
MECR,0,0,0.20153330899622,0.114,0,0.15023028249188,0,0
NRG1,0,0,0.126590134924165,0.102287448485299,0,0.118732199742018,0.118,0
ORAI3,0,0,0,0,0,0,0,0.465117582952497
CDC40,0,0,0,0,0,0,0,0.465
QRICH2,0,0.106,0.189,0.17,0,0,0,0
PI4KB,0,0,0.312950002022507,0,0,0.151,0,0
USP49,0,0,0,0,0,0.21299114741637,0,0.250889761996897
FUT10,0,0.463723057849263,0,0,0,0,0,0
CAMK2G,0,0,0.218639326902551,0,0,0.244717319162537,0,0
PIGG,0,0,0.175824998731927,0,0,0.287148904458399,0,0
AGAP2,0,0,0.183981945950299,0.107,0,0.171723241326623,0,0
IL11RA,0,0.46152605334595,0,0,0,0,0,0
FBXL15,0,0.155,0.305203870436194,0,0,0,0,0
DNAJC6,0,0,0.268,0,0,0.192,0,0
AL451136.1,0.118,0.106,0.118,0,0,0,0.118,0
TULP3,0,0,0,0,0.158771954203147,0,0,0.300559950315044
SPATS2L,0,0,0.153,0.113,0,0.193,0,0
ARRDC1,0.183,0.154,0,0.122,0,0,0,0
SENP7,0,0,0.135,0.188,0,0.135,0,0
GNB1L,0,0,0.457916009286836,0,0,0,0,0
PACRG,0,0,0.252643060985885,0,0,0.204792910822921,0,0
TSC2,0,0,0.262015379053124,0,0,0.19526635069336,0,0
DEDD,0,0,0.457015011772682,0,0,0,0,0
DZANK1,0,0.127,0.109,0,0,0.112,0,0.109
HIRA,0,0,0.109945604294999,0.141862909517957,0.103364041235916,0,0.101701835062078,0
NSD3,0,0,0.190496460401649,0,0,0.266298007086184,0,0
PRKY,0,0,0,0,0,0,0.455685605510732,0
BNIP1,0,0,0.222076998046045,0,0,0.233322428317511,0,0
ZNF518A,0,0,0.223887918425978,0,0,0,0.231292240900562,0
CREBBP,0,0,0.184282100769377,0.14338882306496,0,0.127458827049397,0,0
SEPTIN2,0,0,0,0.108106562996049,0,0,0.197217594966564,0.148725252306366
HDAC2,0,0,0.280368833335074,0,0,0,0.173616865982161,0
FAM167A,0,0,0.159989127877502,0,0,0.293901112296976,0,0
MYO18A,0,0,0.110068314801471,0.203493210698386,0,0,0,0.139642116746794
PSMA1,0,0,0,0,0,0,0,0.453077932710507
GPR161,0,0,0.184,0.118,0,0.151,0,0
MMP17,0,0,0.254697114332452,0.197961404165853,0,0,0,0
RAB11FIP5,0,0,0.225628045588266,0,0,0.226494158769411,0,0
ZBTB7C,0,0,0.451682303963456,0,0,0,0,0
VARS2,0.12,0.214669260178417,0,0,0.117,0,0,0
EAF1,0,0,0.139,0.165658229146317,0,0.147,0,0
ZFAND1,0.349553716204848,0,0.102,0,0,0,0,0
EML1,0,0,0,0,0.323130531928272,0,0.128018958159079,0
HSD11B1L,0,0.122,0,0,0,0.183,0,0.146
AC007222.2,0,0,0,0.229822792352032,0,0.22079164316879,0,0
FAM189A1,0,0,0.139,0.178189493723157,0,0.133,0,0
POU6F1,0,0.122,0.174,0,0,0.154,0,0
CCT6B,0,0,0,0,0,0.449542300269125,0,0
GTF2IRD2,0,0.304501025092674,0,0,0,0.144365869884901,0,0
ADARB1,0,0,0.107,0,0,0.182446786406808,0,0.159
IQSEC2,0,0,0,0,0.15,0,0,0.298271614066466
EDRF1,0,0,0,0.197723961059744,0.25035448483443,0,0,0
CREB5,0,0,0.194142079613989,0,0,0.253285415347021,0,0
MBD1,0,0,0.119,0.108,0,0.112,0,0.108
MIA-RAB4B,0,0,0.193,0.129,0,0.123,0,0
OSCP1,0,0,0.219075246397023,0,0,0.225544232616603,0,0
DCTN1-AS1,0,0,0.11,0,0,0.334,0,0
ZSCAN23,0,0,0.160562625529762,0.135633261757351,0,0.14766394785713,0,0
ERICH6-AS1,0,0,0,0,0.232,0.211600579322883,0,0
STAG2,0,0,0.269841419754819,0,0,0.173038161096508,0,0
RNF216,0,0,0,0.131,0.151024711195682,0,0.160776107724759,0
EML5,0,0,0.442271536986244,0,0,0,0,0
CHRNA7,0,0,0.176031675006455,0.138,0,0.128,0,0
RPL36A,0,0,0,0.22743044022507,0,0,0.214368123944375,0
PAN3,0,0,0.150512253389151,0.136493203313888,0,0.154039365157577,0,0
KLHL24,0,0,0,0,0,0.163,0.141,0.137
RANBP10,0,0,0.245118716093451,0,0,0,0,0.195338357349464
MOCS2,0,0,0.179,0.13,0.131,0,0,0
ZNF549,0.107,0,0.127,0,0.103,0,0.103,0
LLPH,0,0,0.194143848941062,0,0,0.244961056370254,0,0
PAPPA2,0,0,0,0,0,0.231859018896709,0,0.207195624413777
CDK5RAP3,0,0.128,0,0.311,0,0,0,0
PLK3,0,0,0,0,0,0.239257534630629,0.199177845325369,0
TNIP1,0,0,0,0,0,0.438107177956579,0,0
POLK,0,0,0,0.154,0,0.138,0.146,0
JAK1,0,0,0.18,0,0,0.257900119484304,0,0
HMBOX1,0,0,0,0,0,0.437692102768386,0,0
AC019205.1,0,0,0.3,0.135658526000559,0,0,0,0
MCF2L,0,0,0.150153238191049,0,0,0.285466093683061,0,0
DBF4,0,0,0.114,0,0,0.139,0,0.182
ZBTB44,0,0,0.215,0,0,0.22,0,0
AC104109.4,0.166,0,0,0,0,0.157,0,0.111
DCXR,0,0.151,0.151,0,0.132,0,0,0
DNAJB5,0,0,0.185370522989307,0,0,0.24846954444669,0,0
SLC25A19,0,0,0,0,0,0,0.104,0.329502816060914
MAP3K9,0,0,0.140168909636105,0.167172602729049,0,0.125756061566353,0,0
VWDE,0,0,0,0,0.432703964619656,0,0,0
MTRR,0,0,0.220364855086787,0.109,0.103,0,0,0
SLC27A1,0,0,0,0.250344965108491,0,0,0,0.181248595256263
PAM,0,0,0.240350301569942,0,0,0.191,0,0
SPTBN2,0,0,0.430864912572638,0,0,0,0,0
ZNF320,0,0,0.18,0,0,0.250194867922112,0,0
CRHR1,0,0,0.164,0,0,0.105,0,0.161
PLA2G6,0.175,0,0.114,0,0,0,0,0.141
HIBADH,0,0,0,0.260122630259712,0,0,0.169573064675458,0
TEN1-CDK3,0,0.429396987174337,0,0,0,0,0,0
RHOT1,0,0,0.194,0,0,0.13,0,0.105
PTBP3,0,0,0.15,0.148,0,0,0.13,0
NUP62,0.118,0,0.309894716340646,0,0,0,0,0
MXD4,0,0,0.140694777753548,0.114231098517972,0,0.172584716949985,0,0
IQCB1,0,0,0.285346789727853,0,0,0,0.141713876573023,0
RECQL,0.200418195995788,0,0,0,0,0,0,0.225972692090984
NINL,0,0,0.196847187409218,0,0,0.22923349625005,0,0
LUZP2,0,0,0.213203405241106,0,0,0.212759452771285,0,0
ZNF568,0,0,0.227391666786127,0,0,0.197143923802184,0,0
UNKL,0,0,0.106,0.106,0,0.106,0,0.106
ALMS1,0,0.139,0,0.151,0,0.133,0,0
ABHD12,0,0,0.133,0.105,0,0.185,0,0
DARS1,0,0,0,0,0,0.422563381124177,0,0
SCFD1,0,0,0.217719415917794,0,0,0,0,0.204518420054741
CNOT6,0,0,0.145676607807082,0.138674822729807,0,0,0,0.137016682492448
GPCPD1,0,0,0,0.232619918178959,0,0,0.188631727681573,0
FAM185A,0,0,0,0.157,0,0.141,0,0.123
SUGP2,0,0,0.11592478575998,0.12407311432235,0,0.180795258598209,0,0
EML6,0,0.420267872439182,0,0,0,0,0,0
CLHC1,0,0.205,0,0,0.215,0,0,0
UROS,0,0,0.16,0.119,0,0.14,0,0
METTL6,0,0,0.218384526931961,0,0,0.200541655024399,0,0
E2F6,0.128,0,0,0.112,0,0,0,0.178650756091341
RBIS,0,0,0.152567266360425,0,0,0.155999537968878,0.108741324884329,0
PPA2,0,0,0,0.121,0,0,0.122,0.174
AKNA,0,0,0,0.208,0,0.208,0,0
ZFP2,0,0,0.203387546221838,0,0,0.211612759128146,0,0
KIAA0586,0,0,0.132953502956089,0.282,0,0,0,0
NOC3L,0,0,0.414838642852301,0,0,0,0,0
ETV4,0,0,0,0.414322458258231,0,0,0,0
PDZRN4,0,0,0,0.12490092493203,0,0,0.177694667033892,0.111677224887025
HAGHL,0,0.129,0,0.284767310302192,0,0,0,0
ZNF749,0.271191278193752,0,0,0,0,0.142280623053262,0,0
KCNC4,0.133,0,0.280418637480028,0,0,0,0,0
TRA2A,0,0,0,0.286,0,0.126849694153152,0,0
NABP2,0,0.200968242412597,0,0,0,0.211617470695982,0,0
CA5B,0,0,0,0,0.412371546420974,0,0,0
PCDH11Y,0,0,0.159636888306297,0,0,0.252436512554685,0,0
KLHL2,0,0,0.131317673912767,0.13856611297275,0,0.141466402444465,0,0
AL049650.2,0,0,0,0,0,0.411249013468252,0,0
SILC1,0,0,0.201417355746222,0,0,0.209642733330618,0,0
ZNF141,0.146,0,0,0,0.265,0,0,0
FCHO2,0,0,0,0,0,0.219205114400533,0.191592471292321,0
BPTF,0,0,0.125,0.104,0,0.181555961969592,0,0
MON1A,0,0,0.112,0,0,0.101,0.197396242585932,0
EIF4G1,0,0,0,0.131,0,0.17,0.109,0
TMEM134,0,0,0,0,0,0.188,0,0.222
MARCHF7,0,0,0.191686819515627,0,0,0.217979151068358,0,0
C12orf29,0,0,0.228,0,0,0.18,0,0
ETFA,0.11,0,0,0.179,0.119,0,0,0
EPHB6,0.225,0,0.182,0,0,0,0,0
KCNMA1,0,0,0.243754330235263,0.162840882650244,0,0,0,0
CEP126,0,0,0.188397265951281,0,0,0,0,0.218
SLC33A1,0,0,0,0,0.119,0,0.286966864507898,0
NR2C2AP,0,0,0,0.143031020183008,0,0,0,0.262588732281516
PNPO,0,0,0.22354180015925,0,0,0.181784425998265,0,0
SNAP91,0,0,0.192205201303484,0,0,0.213058280229879,0,0
ZNF83,0,0,0,0,0.404387727042201,0,0,0
ZMAT2,0,0,0.144823271800149,0,0,0.259140834575013,0,0
AC079781.5,0,0,0,0,0,0.162272936846582,0,0.241254533060348
YWHAB,0,0,0,0,0,0.403415822516718,0,0
TDG,0,0,0.402851333166197,0,0,0,0,0
NTRK2,0,0,0,0,0,0.402849296064629,0,0
ADAMTS19,0,0,0,0,0.402538750452478,0,0,0
B3GALNT1,0,0,0.184478049816517,0,0,0.216660416269978,0,0
DNAAF4-CCPG1,0,0.132,0,0,0.109,0,0,0.16
ARHGAP12,0.183590852427422,0,0,0,0,0.216645957863939,0,0
FKRP,0,0,0,0.13,0.165,0,0.105,0
PAQR3,0,0,0.238,0,0,0.162,0,0
GSDME,0,0,0.399629830203979,0,0,0,0,0
CIB2,0.153,0,0,0,0.126,0.12,0,0
PTPN5,0,0,0.116,0.126,0,0.157,0,0
LETM1,0,0,0.197744239237343,0,0,0.201051861669805,0,0
PHLDB1,0,0,0,0.190812093167133,0,0,0,0.207834924497452
FSIP1,0,0.398346478921818,0,0,0,0,0,0
ZBTB46,0,0,0.173907234965029,0,0.224404738758644,0,0,0
TMEM256,0,0,0.16867971921776,0,0,0.229511337869375,0,0
UGP2,0,0,0,0,0,0,0.398066917356768,0
ABI1,0,0,0.102,0.127,0,0.169,0,0
TRMT2B,0,0,0.122,0.113,0,0.163,0,0
STRADB,0,0,0,0.186368263189463,0,0,0.211171964785346,0
LRRN1,0,0,0.208144255922099,0,0,0.189297677938907,0,0
SMAD5,0,0,0.397120246682332,0,0,0,0,0
CUX2,0,0,0,0,0,0,0.201461863190716,0.195647706500045
HIPK3,0.114,0,0.137998563864604,0,0,0.145077471586596,0,0
CADM1,0,0,0.126,0.122,0,0.149,0,0
MICAL1,0,0.131,0.152,0,0,0.113,0,0
INPP5K,0.257468818181098,0,0.138401798900983,0,0,0,0,0
ZNF582,0,0,0,0,0,0,0,0.39556155189861
CCDC160,0,0,0.395221963344106,0,0,0,0,0
CCDC82,0,0,0.162,0,0,0.102,0.131,0
DNTTIP1,0,0,0.213984200076325,0,0,0.180853235795456,0,0
CYB5R4,0,0,0.182785013461377,0,0,0.211606414220559,0,0
FZD3,0,0,0.137,0,0,0.113687195739859,0,0.143
FIP1L1,0,0,0.151407032784193,0.111,0,0.131209554071921,0,0
HMGN2,0,0,0,0,0,0,0.244,0.149
CDK14,0,0,0.198033742894504,0,0,0.194914515144687,0,0
PRRC2C,0,0,0.235705199053394,0,0,0.157,0,0
KIZ,0,0,0.221610396681181,0.171,0,0,0,0
NBPF26,0,0,0,0.392400608128933,0,0,0,0
RPL34,0,0,0.392268450734364,0,0,0,0,0
ZC3H14,0,0,0.112,0.164140509522665,0,0,0,0.116
FBXW7,0.158,0,0.234,0,0,0,0,0
RNF14,0,0,0.104,0,0,0.137,0,0.15
NETO2,0,0,0.183809049748949,0,0,0.206925462345937,0,0
RABL2B,0,0,0.102,0.106,0,0.182,0,0
SRSF6,0,0.180949559934183,0,0,0,0,0.208945488092437,0
IRF2,0,0.221926209147251,0,0,0,0.167687031999425,0,0
UPRT,0,0.14643811779431,0,0,0.126340494422574,0,0.116166559168716,0
BACH2,0,0,0.193231924106017,0,0,0.195300983481851,0,0
TMTC1,0,0,0.235,0,0,0.153,0,0
C12orf75,0,0,0.147300054033789,0,0,0.240115550109248,0,0
AMPH,0,0,0.164044858666663,0,0,0.223191497062467,0,0
FAM66D,0,0,0,0,0.386854243634916,0,0,0
ARHGAP21,0,0,0.124934480815663,0,0,0.261808718869134,0,0
OTUD3,0,0,0,0,0,0,0,0.385589704477104
GON4L,0,0,0.102,0,0.147,0,0.136,0
PCK2,0.206,0.179,0,0,0,0,0,0
USP54,0,0,0,0,0,0.269,0.115,0
CCDC173,0,0,0,0.383831223688654,0,0,0,0
AL662884.4,0,0.38303486153414,0,0,0,0,0,0
LRP5,0,0,0,0,0,0.382800633012306,0,0
BID,0,0,0,0,0,0.38273271460152,0,0
PACC1,0,0,0,0.116695817543347,0,0.133683241216867,0.132242053839393,0
GNPDA2,0,0,0.19,0,0,0,0,0.192
PDSS2,0,0,0,0,0,0.109,0,0.273
SMARCE1,0,0,0,0.168,0,0,0,0.214
TBRG4,0,0,0.15,0,0,0.232,0,0
RTN2,0,0,0.155,0,0.226805698754757,0,0,0
DHODH,0,0,0,0,0,0,0.381674798654232,0
PIAS2,0,0,0.199462584029403,0,0,0,0,0.181971897991479
TRPM3,0,0,0,0,0,0,0.381085481016612,0
LIPG,0,0,0,0.238,0,0.143,0,0
RALGPS2,0,0,0.163140814737381,0,0,0,0,0.217843794791782
ING4,0,0.113,0.102,0,0,0,0.165,0
CERT1,0,0,0.164,0,0,0,0,0.215
LRRCC1,0,0.378248928948469,0,0,0,0,0,0
ANAPC10,0,0,0.173213030873766,0.104,0,0,0,0.101
TRERF1,0,0,0.225924784008702,0,0,0,0.152,0
GTF2IRD2B,0,0.150398008385118,0.112183901504422,0,0,0.114512829583671,0,0
MASTL,0.112,0,0,0,0,0,0.144,0.121
DCAF16,0,0,0,0,0.212258722313882,0,0,0.164
PDE3B,0,0,0,0,0.37590490960792,0,0,0
FRYL,0,0,0,0,0.375641523624569,0,0,0
AC016876.2,0,0,0,0,0,0.375554628603266,0,0
AC009126.1,0,0,0,0,0,0,0.375453470962642,0
ANOS2P,0,0,0,0.116210507611102,0,0.117850628066863,0,0.141328552888311
MOK,0,0,0,0.156,0,0,0,0.219
YWHAH,0,0,0.374953721256125,0,0,0,0,0
MGMT,0,0,0,0,0,0.187040456797403,0,0.187797194397409
BDH1,0.239454369043423,0.135,0,0,0,0,0,0
ASNSD1,0.111324692123533,0.114,0.149,0,0,0,0,0
ZCCHC7,0,0,0.126,0.124,0,0,0,0.124
UNC5A,0,0,0.373614222437309,0,0,0,0,0
KANTR,0,0,0.148,0,0,0.225608936306485,0,0
JMJD7-PLA2G4B,0,0,0,0.250356754938394,0.123,0,0,0
BCL2L13,0,0.104,0.142,0,0,0.127,0,0
EPB41L3,0,0,0.248,0,0,0.125,0,0
SEC13,0,0,0.181,0,0,0.192,0,0
ZNF286A,0,0,0.13,0.142,0,0.101,0,0
TPD52L2,0,0,0.122721867402813,0,0,0.133823866529306,0,0.116046950539068
WAC,0,0,0.12,0.122,0,0.13,0,0
PRKRA,0,0,0,0,0,0,0.371661547753447,0
RGS12,0,0,0.235134793989329,0,0,0,0,0.136
PNKP,0,0,0.154,0.113,0.104,0,0,0
GRIA2,0,0,0.108,0,0.142,0.12,0,0
RET,0,0,0.188,0,0,0.182,0,0
TPTE2P1,0,0.254635783383904,0,0,0,0.115299346216922,0,0
CTSB,0.181087153651277,0,0,0,0,0,0,0.18833671072324
TRIT1,0,0.101,0,0.123,0,0.145,0,0
EPHA10,0,0,0.263164828323221,0,0,0,0,0.105
MTMR8,0.105,0,0.126,0,0,0,0.137,0
TBC1D2B,0,0,0,0.116,0.132,0,0.12,0
UTP23,0,0,0.36756526489411,0,0,0,0,0
PISD,0,0,0.224430864599191,0,0,0,0,0.14218118379348
CACNA1I,0,0.366490338035215,0,0,0,0,0,0
ACTL8,0,0,0,0,0.366185330592664,0,0,0
DGUOK,0,0,0.201,0,0,0.165,0,0
WHRN,0.139,0,0,0,0,0,0.226913697712457,0
CNTNAP5,0,0,0,0,0,0.365830197773094,0,0
DTYMK,0,0,0,0,0,0,0,0.365732757167835
KAZN,0,0.212,0,0,0,0,0,0.153
MPPE1,0,0,0.146,0,0,0,0,0.219
NLGN3,0.127,0.11,0,0,0,0,0.128,0
PIK3IP1,0,0,0.166,0,0,0.19852411137978,0,0
AK2,0,0,0,0.151,0,0,0,0.213168146120453
GREB1L,0,0,0.109,0,0,0.255117656504288,0,0
PLB1,0,0,0.363972575483263,0,0,0,0,0
C2orf15,0,0,0.137870075227192,0,0,0.22541233219973,0,0
POMT1,0,0,0.134,0,0,0.104,0,0.125
PUS1,0,0,0,0.103,0.13,0,0.13,0
SPATA6,0,0.109,0,0,0,0.128,0.126,0
CCT5,0,0,0,0.185017458878008,0,0,0,0.177897367767915
PSPC1,0.196,0,0,0,0,0.166158908568029,0,0
GPATCH8,0,0,0,0.128,0,0.233713955668257,0,0
DHRS4L2,0,0,0,0,0,0,0,0.361690407340326
CEP131,0,0,0,0,0,0.361177964518724,0,0
CYREN,0.186,0,0,0,0.175,0,0,0
HSPA14,0,0,0.134007215235501,0.116027582767798,0,0.110364827281646,0,0
MGAT4B,0.113,0,0,0.133,0,0,0,0.114
MLF2,0,0,0,0,0,0.35966813745836,0,0
ZNF43,0,0,0.135,0,0,0.224351166709133,0,0
NBPF15,0,0,0,0,0,0.237,0,0.122
NECAP1,0,0.359,0,0,0,0,0,0
ZNF808,0,0,0,0.358506247293845,0,0,0,0
POMZP3,0,0,0.116384909493653,0,0,0.105479534375699,0,0.136505013846828
TRAPPC3,0,0,0.184212471498155,0,0,0.174039720898875,0,0
AC027682.6,0,0,0,0,0,0,0,0.357576039204681
PQBP1,0,0,0.122948043197836,0.107360479387572,0,0.127146810941136,0,0
MEN1,0,0,0,0.153,0,0,0,0.204
SLITRK4,0,0,0,0.35639434519927,0,0,0,0
UBE2I,0,0,0,0,0,0,0.193,0.163
WDR26,0.111,0,0.101,0,0,0.144,0,0
RPE,0,0,0,0,0,0.11,0,0.245697352507305
FDXACB1,0,0,0,0,0,0,0,0.35542543642897
FRMPD3,0,0,0,0,0,0.103,0,0.252281709853811
FAM156A,0.355055873906729,0,0,0,0,0,0,0
GRM3,0,0,0.117,0,0.111,0,0.127,0
MAN2B1,0,0,0.106,0.126,0.123,0,0,0
SUSD1,0,0,0,0.121,0,0.107,0,0.127
ELMOD1,0,0,0,0.114,0,0.131,0,0.1099525328545
TTTY14,0,0,0,0,0.354827245413828,0,0,0
SH2B3,0,0,0.354746540399707,0,0,0,0,0
NAGA,0,0,0.354558806883506,0,0,0,0,0
ZNF253,0,0,0,0.179299863363275,0,0,0.175233177150568,0
NPAS3,0,0,0,0.215315314586927,0,0,0.139082464290193,0
FAM193A,0,0,0.197645170236988,0,0,0,0.156557515814055,0
ZNF799,0,0,0,0,0,0,0,0.354172175675982
RABL2A,0,0,0,0.206,0,0,0.148,0
WDR53,0,0.169,0,0,0,0.185,0,0
AC090945.1,0.353579558585405,0,0,0,0,0,0,0
KIAA0319L,0,0,0.169,0,0,0.184,0,0
KSR2,0,0,0.174153829087733,0,0,0,0.178432037178802,0
PDZRN3,0,0,0.351833977467729,0,0,0,0,0
TACC2,0,0,0.115317742386496,0.120312098947879,0,0.116042333767069,0,0
SPATA7,0,0,0.148,0.103359086627726,0,0.100225660587591,0,0
ZFP30,0,0,0.190288779193211,0,0,0.160874115622815,0,0
CCDC148,0,0,0.35105141326544,0,0,0,0,0
GRHPR,0,0,0,0.126,0,0.103,0,0.122
PGBD1,0,0,0.126648453521889,0,0,0.223800570871461,0,0
TMPO,0,0,0.22043682583744,0.13,0,0,0,0
ZDHHC20,0,0,0.242417961711443,0,0.108,0,0,0
PACSIN2,0,0,0,0,0,0,0.35022682531083,0
AC242426.2,0,0,0,0,0,0,0.350101986976789,0
INTS8,0.115,0,0.127,0,0.108,0,0,0
MAN2C1,0,0,0.131,0,0,0.11,0,0.109
SMARCAL1,0,0,0.169,0,0,0.181,0,0
IKBKG,0,0,0,0,0,0,0.349587483831304,0
RPL22L1,0,0,0.349582411918153,0,0,0,0,0
